STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : BITLIS DSI 173. SB. MUD.
EARTHQUAKE DATE         : 23/10/2011
EPICENTER COORDINATES   : 
EARTHQUAKE DEPTH (km)   : 
EARTHQUAKE MAGNITUDE    : 
STATION ID              : 1302
STATION COORDINATES     : 38.47440N-42.15912E
STATION ALTITUDE (m)    : 1794
RECORDER TYPE           : CMG-5TD
RECORDER SERIAL NO      : 5J60
RECORD TIME             : 23/10/2011 10:41:18 (GMT)
NUMBER OF DATA          : 19107
SAMPLING INTERVAL (sec) : 0.01000000
RAW PGA VALUES (cm/s^2) : (N-S)  89.668149 (E-W) 102.243526 (U-D)  35.511623
Copyright EARTHQUAKE RESEARCH DEPARTMENT 
GENERAL DIRECTORATE OF DISASTER AFFAIRS 
       N-S           E-W           U-D
     0.606299      -0.819892      -0.056439  
     0.582057      -0.658697      -0.075664  
     0.571982      -0.512615      -0.123726  
     0.588983      -0.383219      -0.156594  
     0.625189      -0.257285      -0.191633  
     0.692249      -0.173855      -0.242176  
     0.793310      -0.148668      -0.283726  
     0.928688      -0.182040      -0.273493  
     1.087049      -0.262323      -0.241866  
     1.220853      -0.378181      -0.135509  
     1.328211      -0.517023       0.017979  
     1.382677      -0.641067       0.100770  
     1.382677      -0.755666       0.103251  
     1.371343      -0.865543       0.039995  
     1.369769      -0.937954      -0.071323  
     1.359695      -0.928509      -0.186982  
     1.335767      -0.907730      -0.203726  
     1.303339      -0.893563      -0.151943  
     1.250133      -0.863024      -0.082796  
     1.175202      -0.844449       0.002165  
     1.106884      -0.810132       0.075344  
     1.044862      -0.758185       0.150383  
     0.968672      -0.731739       0.232243  
     0.910743      -0.731109       0.302321  
     0.878630      -0.737091       0.327127  
     0.829831      -0.757870       0.273173  
     0.721213      -0.778964       0.174259  
     0.586780      -0.786834       0.066041  
     0.454550      -0.799428      -0.033183  
     0.299022      -0.812966      -0.115664  
     0.127123      -0.818318      -0.168377  
    -0.012662      -0.799428      -0.221090  
    -0.099871      -0.748740      -0.262641  
    -0.152134      -0.712849      -0.259850  
    -0.162523      -0.673495      -0.248067  
    -0.182357      -0.610843      -0.181090  
    -0.218563      -0.605491      -0.090548  
    -0.235249      -0.651456      -0.057059  
    -0.261381      -0.655864      -0.047447  
    -0.295383      -0.658383      -0.030393  
    -0.284049      -0.702774      -0.037524  
    -0.251936      -0.722923      -0.103881  
    -0.222971      -0.760074      -0.157835  
    -0.167245      -0.849486      -0.170548  
    -0.150559      -0.884433      -0.138300  
    -0.220137      -0.896711      -0.062331  
    -0.313013      -0.896711      -0.029152  
    -0.360553      -0.810132       0.029762  
    -0.339774      -0.745591       0.109452  
    -0.278382      -0.743387       0.126196  
    -0.206914      -0.676643       0.078755  
    -0.130410      -0.564247       0.045886  
    -0.021478      -0.478613       0.071003  
     0.088714      -0.406201       0.037824  
     0.147588      -0.385737      -0.016749  
     0.207406      -0.434221      -0.060160  
     0.300911      -0.550395      -0.071633  
     0.419918      -0.690810      -0.028222  
     0.509016      -0.815169       0.055499  
     0.563482      -0.901434       0.148522  
     0.550259      -0.911823       0.166817  
     0.457698      -0.880970       0.141390  
     0.403232      -0.858302       0.076894  
     0.401973      -0.824300      -0.014269  
     0.404176      -0.721664      -0.081866  
     0.427474      -0.595731      -0.103881  
     0.470921      -0.483965      -0.091168  
     0.453605      -0.351735      -0.051168  
     0.394417      -0.236192       0.030693  
     0.372693      -0.155909       0.094259  
     0.373323      -0.096720       0.131468  
     0.361359      -0.057996       0.173328  
     0.391583      -0.012345       0.164646  
     0.441642       0.066048       0.128057  
     0.449827       0.147275       0.118445  
     0.429993       0.223150       0.113793  
     0.377730       0.333656       0.168367  
     0.282336       0.404494       0.264181  
     0.159866       0.452033       0.350383  
     0.067935       0.558132       0.418910  
     0.054082       0.648804       0.424491  
     0.116419       0.731290       0.333948  
     0.250538       0.868558       0.209917  
     0.454865       0.966785       0.150693  
     0.659821       0.989453       0.168677  
     0.807792       0.996380       0.244956  
     0.889964       0.968674       0.365886  
     0.958282       0.825740       0.505421  
     0.972765       0.629914       0.624801  
     0.931207       0.497055       0.771158  
     0.944430       0.366399       0.907282  
     0.970246       0.243929       1.000925  
     0.965838       0.199852       1.046817  
     0.991970       0.210871       1.000925  
     1.025972       0.239521       0.893018  
     1.001100       0.302488       0.773948  
     0.994173       0.392845       0.734259  
     1.061548       0.455497       0.735189  
     1.096494       0.479739       0.748212  
     1.130811       0.482887       0.813948  
     1.230298       0.458330       0.889297  
     1.276893       0.419920       0.978910  
     1.232817       0.387178       1.053328  
     1.155998       0.338379       1.063871  
     1.080438       0.284542       1.014259  
     1.003304       0.234169       0.964956  
     0.949467       0.174980       0.930227  
     0.937504       0.149479       0.857049  
     0.912632       0.176555       0.792243  
     0.834238       0.244873       0.772398  
     0.773476       0.293987       0.791623  
     0.713972       0.296506       0.803096  
     0.611651       0.317915       0.847437  
     0.549314       0.342472       0.895189  
     0.539240       0.367658       0.871623  
     0.545851       0.364195       0.847127  
     0.561593       0.304377       0.804026  
     0.609762       0.245503       0.786041  
     0.625189       0.188203       0.790072  
     0.573871       0.080845       0.756274  
     0.503664      -0.018642       0.727127  
     0.447938      -0.030920       0.669142  
     0.440697      -0.040995       0.593483  
     0.477218      -0.080034       0.553173  
     0.476588      -0.066182       0.535499  
     0.434086       0.033306       0.556894  
     0.385916       0.108865       0.522476  
     0.260298       0.085253       0.438134  
     0.116419       0.016934       0.415809  
     0.035192      -0.083183       0.417979  
    -0.016440      -0.196523       0.383561  
    -0.077518      -0.318363       0.331468  
    -0.105853      -0.435166       0.269762  
    -0.111520      -0.522375       0.164026  
    -0.173227      -0.581878       0.093948  
    -0.260121      -0.597305       0.058910  
    -0.342607      -0.607694       0.039995  
    -0.441780      -0.656494       0.070693  
    -0.527729      -0.744647       0.098910  
    -0.593215      -0.829022       0.069452  
    -0.734889      -0.870580       0.024181  
    -0.898603      -0.884433       0.022941  
    -1.007535      -0.890100       0.008367  
    -1.106078      -0.889155      -0.025121  
    -1.182267      -0.897026      -0.054889  
    -1.209028      -0.902693      -0.107602  
    -1.208713      -0.863654      -0.172408  
    -1.222251      -0.812966      -0.241245  
    -1.219103      -0.774556      -0.288067  
    -1.174081      -0.727646      -0.284656  
    -1.142598      -0.661846      -0.255199  
    -1.154877      -0.588490      -0.248687  
    -1.159284      -0.498762      -0.202796  
    -1.147006      -0.414387      -0.128687  
    -1.206824      -0.356143      -0.090238  
    -1.300015      -0.342605      -0.063571  
    -1.372426      -0.374403      -0.083726  
    -1.443264      -0.366847      -0.106052  
    -1.454598      -0.296954      -0.112563  
    -1.375575      -0.212579      -0.149773  
    -1.312293      -0.138908      -0.205276  
    -1.300015      -0.069645      -0.216439  
    -1.283958      -0.029031      -0.200625  
    -1.271680      -0.004160      -0.172408  
    -1.277976       0.010008      -0.092098  
    -1.254049       0.034565      -0.046517  
    -1.155821       0.082734      -0.073183  
    -1.033666       0.124607      -0.089307  
    -0.892936       0.136256      -0.092408  
    -0.755039       0.153572      -0.100160  
    -0.695535       0.215279      -0.097059  
    -0.686720       0.224409      -0.084346  
    -0.673497       0.164276      -0.075354  
    -0.661848       0.112014      -0.049928  
    -0.640754       0.078327      -0.038765  
    -0.613994       0.051251      -0.069152  
    -0.561102       0.022286      -0.052098  
    -0.459096      -0.017068      -0.007447  
    -0.321514      -0.053903       0.006507  
    -0.183302      -0.117814       0.007747  
    -0.064610      -0.205338       0.038134  
     0.066675      -0.289083       0.068522  
     0.194498      -0.390460       0.059840  
     0.301541      -0.519226       0.025421  
     0.383083      -0.654605      -0.024811  
     0.423696      -0.745276      -0.035664  
     0.409843      -0.794076      -0.008067  
     0.355692      -0.811391       0.013948  
     0.261242      -0.787464       0.036894  
     0.142865      -0.741184       0.017049  
     0.018506      -0.666253      -0.022331  
    -0.057684      -0.573063       0.010848  
    -0.058943      -0.460038       0.098600  
    -0.079722      -0.318048       0.117204  
    -0.143633      -0.174484       0.033483  
    -0.165357      -0.086331      -0.056749  
    -0.125058      -0.074053      -0.125276  
    -0.119391      -0.089479      -0.173028  
    -0.134503      -0.099869      -0.207137  
    -0.134818      -0.106165      -0.254269  
    -0.160319      -0.106165      -0.291478  
    -0.154967      -0.098924      -0.330858  
    -0.120650      -0.093257      -0.449617  
    -0.160004      -0.058311      -0.575509  
    -0.195580      -0.007623      -0.588222  
    -0.162838       0.023546      -0.568997  
    -0.139855       0.055974      -0.542021  
    -0.154967       0.084938      -0.479385  
    -0.151504       0.113588      -0.460780  
    -0.141114       0.174351      -0.456129  
    -0.136392       0.236688      -0.410238  
    -0.097038       0.238577      -0.378610  
    -0.043516       0.229132      -0.377059  
    -0.023682       0.231336      -0.390083  
    -0.043831       0.204260      -0.482176  
    -0.005107       0.241725      -0.554424  
    -0.003532       0.258726      -0.591013  
    -0.035645       0.247077      -0.586362  
    -0.030923       0.225039      -0.543571  
    -0.069962       0.138145      -0.540780  
    -0.133244       0.125552      -0.501090  
    -0.146781       0.133108      -0.468222  
