STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : AGRI BAYINDIRLIK VE ISKAN MUD.
EARTHQUAKE DATE         : 23/10/2011
EPICENTER COORDINATES   : 
EARTHQUAKE DEPTH (km)   : 
EARTHQUAKE MAGNITUDE    : 
STATION ID              : 401
STATION COORDINATES     : 39.71991N-43.01585E
STATION ALTITUDE (m)    : 1610
RECORDER TYPE           : CMG-5TD
RECORDER SERIAL NO      : 5D60
RECORD TIME             : 23/10/2011 10:40:43 (GMT)
NUMBER OF DATA          : 22241
SAMPLING INTERVAL (sec) : 0.01000000
RAW PGA VALUES (cm/s^2) : (N-S)  18.459245 (E-W)  15.087845 (U-D)   7.217400
Copyright EARTHQUAKE RESEARCH DEPARTMENT 
GENERAL DIRECTORATE OF DISASTER AFFAIRS 
       N-S           E-W           U-D
    -0.323108      -0.016923      -0.104206  
     0.001201       0.381889       0.228395  
     0.301092      -0.105826       0.071803  
     0.058800      -0.222276      -0.146799  
    -0.046381       0.052572      -0.052218  
     0.024992       0.218483       0.123791  
     0.125164      -0.004401       0.058023  
    -0.175353      -0.251702      -0.153063  
    -0.170971      -0.036331      -0.094185  
     0.073200       0.272952       0.158241  
     0.161477       0.139597       0.141956  
    -0.006312      -0.358762      -0.206304  
    -0.120258      -0.012540      -0.029042  
     0.105756       0.261682       0.162000  
     0.100121      -0.092052      -0.010878  
    -0.144049      -0.195981      -0.163085  
    -0.194136       0.189683      -0.027790  
     0.088226       0.188431       0.193944  
     0.193407      -0.112713      -0.009625  
    -0.032607      -0.187842      -0.147426  
    -0.065163       0.057581       0.014803  
     0.137060       0.259804       0.139450  
     0.024366      -0.046975       0.016682  
    -0.220431      -0.322449      -0.211315  
    -0.210414       0.125197       0.042363  
     0.149582       0.205335       0.220252  
     0.172746      -0.162173      -0.037812  
    -0.061407      -0.155912      -0.226974  
    -0.075807       0.155249       0.027957  
     0.157721       0.391280       0.294163  
     0.109512      -0.360014      -0.115481  
    -0.199144      -0.286763      -0.235744  
    -0.119006       0.306760       0.129429  
     0.179007       0.172153       0.222131  
     0.072574      -0.286136      -0.106712  
    -0.121510      -0.118347      -0.217579  
    -0.014451       0.295490       0.086836  
     0.101373       0.184675       0.221505  
     0.031253      -0.247320      -0.143668  
    -0.308708      -0.180329      -0.153689  
     0.035009       0.262308       0.152604  
     0.205929       0.104536       0.193944  
     0.004957      -0.211007      -0.121745  
    -0.107111      -0.094556      -0.188140  
    -0.009442       0.225996       0.098110  
     0.076330       0.042555       0.153857  
     0.001201      -0.169060      -0.056603  
    -0.116502      -0.095183      -0.184381  
    -0.005686       0.257926       0.140077  
     0.272293      -0.035079       0.101868  
    -0.030103      -0.191599      -0.117360  
    -0.241718      -0.074522      -0.123624  
    -0.006938       0.200953       0.104374  
     0.207807       0.105789       0.096857  
    -0.086450      -0.204746      -0.144294  
    -0.185370       0.028781      -0.116107  
     0.103252       0.284221       0.205219  
     0.265406      -0.049479       0.074308  
    -0.101476      -0.390692      -0.196282  
    -0.170345       0.031911      -0.028416  
     0.066313       0.283595       0.205219  
     0.096991       0.025651       0.054891  
    -0.063911      -0.347492      -0.275205  
    -0.184744       0.187179       0.000397  
     0.108886       0.303629       0.264724  
     0.180259      -0.107078       0.034847  
     0.008714      -0.303041      -0.198788  
    -0.048259       0.009999      -0.091679  
    -0.030729       0.290482       0.220878  
    -0.035738       0.000607       0.107506  
    -0.178484      -0.223529      -0.288358  
    -0.189127       0.195944       0.012298  
     0.289823       0.267943       0.223384  
     0.207181      -0.241685       0.004781  
    -0.114624      -0.156538      -0.188140  
    -0.060155       0.098902      -0.026537  
     0.032505       0.247282       0.202087  
     0.030627      -0.173442      -0.046581  
    -0.235457      -0.223529      -0.190019  
    -0.084572       0.169649       0.066165  
     0.254137       0.173405       0.218373  
     0.101373      -0.267354      -0.072262  
    -0.065163      -0.272363      -0.226348  
     0.009340       0.378133       0.105627  
     0.160851       0.262308       0.201461  
     0.051287      -0.288015      -0.152437  
    -0.335629      -0.200990      -0.201293  
    -0.179110       0.120815       0.153230  
     0.230972       0.092015       0.269108  
     0.137060      -0.135252      -0.060987  
    -0.080189      -0.162799      -0.299633  
     0.054418       0.303003       0.036100  
     0.184642       0.261682       0.214614  
    -0.078311      -0.222276      -0.077899  
    -0.337508      -0.219146      -0.186887  
    -0.093963       0.160257       0.111890  
     0.246624       0.137719       0.205219  
     0.028122      -0.185338      -0.144294  
    -0.160953       0.021894      -0.185634  
     0.031253       0.268569       0.081198  
     0.162103       0.091389       0.174527  
    -0.057650      -0.272989      -0.078525  
    -0.183492      -0.167808      -0.105459  
     0.170868       0.214100       0.133813  
     0.291075      -0.032575       0.047374  
    -0.176605      -0.236676      -0.097943  
    -0.195388       0.075111      -0.021526  
     0.041270       0.240395       0.128176  
     0.170242      -0.046348      -0.015889  
    -0.073928      -0.228537      -0.203799  
    -0.144675       0.183422       0.017309  
     0.066313       0.183422       0.133813  
     0.071322      -0.096435       0.100616  
     0.073826      -0.320571      -0.235117  
    -0.182240       0.003738       0.005408  
     0.086974       0.296743       0.266603  
     0.058174      -0.012540      -0.049086  
    -0.106485      -0.115843      -0.163085  
    -0.136536      -0.040714      -0.150558  
     0.006836       0.421958       0.363063  
     0.338031      -0.060748       0.107506  
     0.075078      -0.338101      -0.238249  
    -0.124641       0.046937      -0.082284  
    -0.067668      -0.093930       0.057396  
    -0.140293       0.164014       0.177659  
    -0.214170      -0.070765      -0.169975  
    -0.177858       0.027529      -0.114855  
     0.473264       0.261056       0.129429  
     0.313614       0.103284       0.078066  
    -0.103980      -0.239181      -0.178744  
    -0.221057       0.125823      -0.004614  
     0.001827       0.163388       0.222757  
    -0.036990      -0.495873      -0.148052  
    -0.319977       0.073859      -0.168722  
     0.188398       0.010625       0.198329  
     0.212189      -0.176573       0.384986  
    -0.046381       0.006242      -0.182502  
    -0.524079       0.050068      -0.528257  
     0.863311      -0.018801       0.123165  
     0.419421       0.538409       0.413173  
    -0.617365      -0.212885      -0.104206  
    -0.172849      -0.376918      -0.206304  
    -0.117128       0.264813       0.112517  
     0.286067      -0.246694       0.128176  
     0.102626      -0.063253      -0.005240  
    -0.125893       0.142727      -0.100448  
    -0.247352       0.283595      -0.063493  
    -0.134032       0.080745       0.020441  
     0.056922       0.038172      -0.034680  
     0.194033      -0.143391      -0.085415  
     0.113895       0.010625       0.083077  
     0.078835       0.097650       0.138198  
    -0.194136      -0.293023      -0.066624  
    -0.209161      -0.053235      -0.025284  
     0.061931       0.272325       0.131934  
     0.184016      -0.085165      -0.096064  
     0.044400       0.038172      -0.138030  
    -0.148432       0.192814       0.022320  
    -0.075181      -0.165929       0.125044  
     0.226589       0.050068       0.127549  
    -0.027599      -0.202868      -0.082910  
    -0.060781      -0.193477      -0.140536  
    -0.008190       0.420706       0.027331  
     0.029374       0.101406       0.076814  
     0.068191      -0.203494      -0.086042  
    -0.006312       0.035668      -0.014010  
     0.072574       0.071354       0.154483  
     0.076330      -0.217894       0.026704  
    -0.266761      -0.092052      -0.069756  
    -0.450202       0.063841      -0.149931  
     0.135182       0.303003       0.027957  
     0.289197       0.308012       0.185802  
     0.375596      -0.371283      -0.206931  
    -0.084572       0.033790       0.036100  
    -0.124015      -0.318066       0.104374  
    -0.081441      -0.174695       0.204593  
    -0.229822      -0.054487      -0.310281  
    -0.009442       0.237265      -0.278337  
     0.271041       1.073706       0.483326  
     0.710548      -0.656775      -0.432423  
     0.446343      -0.095183       0.045495  
    -0.347525       0.122693       0.021693  
    -0.293682      -0.132121       0.200208  
    -0.278030       0.215352       0.322350  
    -0.326238      -0.640497      -0.325940  
    -0.246100       0.349959       0.157615  
    -0.083946       0.320534       0.130681  
     0.478273      -0.564115      -0.273326  
    -0.089580      -0.195355      -0.420522  
    -0.284291       0.775693       0.616116  
    -0.082068      -0.021305       0.195197  
     0.264154      -0.694340      -0.281468  
    -0.155319       0.334933       0.053012  
    -0.377577       0.612286       0.088715  
     0.210311      -0.488360      -0.059734  
     0.490794      -0.461438      -0.309655  
     0.484533      -0.058870      -0.105459  
    -0.356290       0.216605       0.148220  
     0.182138       0.456393       0.334251  
    -0.335003      -0.063253      -0.077273  
    -0.599208      -0.231042      -0.221337  
    -0.031981      -0.209129       0.063660  
     0.065687       0.275456       0.312954  
     0.108886      -0.236050      -0.017768  
    -0.013825       0.206587      -0.145547  
     0.336153      -0.163425      -0.090426  
     0.128295       0.008746       0.061155  
     0.041270      -0.302415      -0.222590  
    -0.404498       0.348081       0.200834  
     0.213442       0.595382       0.132560  
     0.148329      -0.244189      -0.044075  
     0.003705       0.197822      -0.039691  
    -0.249857      -0.338727      -0.169349  
    -0.335003       0.138345       0.086209  
     0.070070      -0.387561      -0.050339  
    -0.031355       0.232256       0.048627  
    -0.108363       0.358098      -0.092305  
     0.189024       0.246030       0.025452  
     0.495177      -0.272363      -0.243886  
     0.207181       0.386272       0.146967  
     0.045026      -0.075774       0.087462  
    -0.157197      -0.150277       0.165758  
     0.235354      -0.846477      -0.463115  
    -0.994890       1.101253       1.190495  
     0.369961       0.468914      -0.188766  
     0.190903      -4.057007      -2.444314  
    -0.779519       1.964615       1.291340  
     0.746234       3.643758       2.071167  
    -0.158449      -2.236997      -0.744354  
    -0.098972      -2.283327      -1.672003  
     0.824494       2.119883       0.762059  
    -0.163458      -0.267980       1.045177  
    -0.689364      -1.356731      -0.578366  
    -0.017581       0.155875      -0.911594  
     0.367457       0.950995       0.284141  
     0.899623       0.852700       0.551600  
    -0.925395       0.371246       0.457019  
    -0.453958      -0.961675      -0.722431  
     0.007462      -0.878407      -0.357259  
    -0.452706       0.500844       0.153230  
     0.200294      -0.539072       0.117528  
     0.450099       0.346829       0.074308  
     0.642305       0.936595      -0.151810  
    -0.144049       1.386745       0.844740  
     0.477647      -1.579615      -0.586509  
    -0.320603      -0.805155      -0.131767  
    -0.639903       0.080119       0.181417  
     0.047531      -0.564741      -0.221963  
    -0.206657       0.640460       0.215867  
     0.204050       0.061963      -0.092932  
     0.389996       0.482688      -0.070383  
    -0.137788       0.439488       0.069297  
     0.088226      -0.380048      -0.034053  
    -0.129649      -0.216016       0.036726  
    -0.205405      -0.020679      -0.036559  
    -0.002556       0.173405       0.058649  
    -0.021338       0.015633       0.027957  
     0.073826      -0.328084      -0.177491  
    -0.113371       0.220361       0.038605  
     0.054418       0.290482      -0.003988  
     0.144573       0.035042       0.089967  
     0.264780      -0.033201       0.089341  
     0.279806      -0.048853       0.101868  
     0.075704      -0.430761      -0.161206  
    -0.308708      -0.443282      -0.381687  
    -0.472740       0.257300       0.187054  
    -0.433924       0.532148       0.343020  
     0.358066      -0.080783       0.055517  
     0.175877      -0.308675      -0.086668  
     0.092608       0.428845       0.010419  
    -0.448323       0.168396      -0.375423  
     0.660462      -0.381300       0.009792  
     0.338031       0.477053       0.269108  
    -1.212139      -0.356257      -0.104833  
     0.417543       0.040050       0.084330  
     0.254137       0.149614      -0.008372  
     0.214068      -0.159043       0.024199  
    -0.200396      -0.040088      -0.003988  
    -0.153440       0.068850       0.081825  
     0.554028      -0.378796      -0.496939  
     0.027496       0.000607       0.103121  
     0.269789       0.610408       0.177659  
     0.021235      -0.277371       0.026078  
    -0.511557      -0.006279       0.111890  
    -0.563522      -0.226659      -0.138030  
    -0.799553       0.276082       0.492095  
     0.310484      -0.668670      -0.012130  
     0.230346      -0.399457      -0.530762  
     0.287319       0.882752      -0.064745  
     0.366205       0.527765       0.222131  
    -0.038242       0.142727       0.051133  
     0.086974       0.016259       0.052385  
    -0.287421      -0.291771      -0.153063  
     0.360570      -0.281128      -0.065998  
     0.334275      -0.569750      -0.073514  
    -0.031981       0.161510       0.106879  
    -0.496531       0.710580       0.227142  
    -0.265508      -0.328084      -0.114855  
     0.088852      -0.235424      -0.166217  
    -0.065789       0.250413       0.140703  
    -0.068294       0.344951       0.344899  
     0.058174      -0.026940      -0.084789  
     0.354309      -0.197859      -0.571476  
     0.004957       0.177162      -0.145547  
    -0.095215       0.357472       0.432590  
     0.167112      -0.130869       0.222757  
    -0.037616      -0.344988      -0.142415  
    -0.259874       0.014381      -0.059108  
     0.115773       0.137093       0.012924  
     0.073200       0.155249       0.212109  
     0.056922      -0.467699      -0.223843  
    -0.071424      -0.392570      -0.068503  
    -0.380081       0.358724       0.341767  
    -0.075807      -1.107551      -0.204425  
    -0.283039      -0.136504      -0.035306  
     0.173372       0.542791      -0.003361  
     0.557785       0.940351       0.470799  
     0.564045       0.206587      -0.265183  
     0.002453      -0.375666      -0.400478  
    -0.543487       0.522757       0.341767  
    -0.490897      -0.839590       0.070550  
    -0.472114      -0.534690      -0.091679  
     0.234728      -0.271737      -0.287106  
     0.167738       0.679276       0.235911  
     0.448221       0.745641       0.212109  
     0.433195       0.002486      -0.143668  
    -0.273021       0.026903      -0.223843  
    -0.497784       0.180918       0.040484  
    -0.547244      -0.559107       0.158868  
     0.381231      -0.288641      -0.046581  
    -0.173475      -0.497125      -0.244513  
    -0.063911       0.703694       0.443238  
     0.325510       0.771310       0.267229  
     0.282310      -0.345614      -0.483159  
     0.798199       0.470792      -0.288985  
     0.079461      -0.376292      -0.171854  
     0.199042       0.148362       0.405656  
